label,text
0,"Let me start by saying that I have yet to read a Sidebottom Novel that is less than 5 stars!  She became one of my top 3 favorite authors after reading the Heart Of Stone Series.  I have read all of her Novels and this one is superb.  She has such  talent, and all of her novels flow with ease.  There is natural character development, perfect story progression, and she delicately weaves the dark parts of the characters past with the light.  Her attention to detail is exquisite and not forced. She NEVER overwhelms you with so much information about the characters, that it takes from the story because you can't keep up.  She is such a gifted author, and once you read Nate and Liv's story you will see what I mean. You must read this book!"
1,Under Armour clothes are always better than the ones you buy for your backpacking trip. I ordered the 32 oz.
1,"very old school. the audio book has the same feel and feel of a book, the photos are"
0,"My cat was eating Purina Indoor Cat Chow. He was throwing up 1-5 times a day. He had already gone to the vet and they found nothing wrong with him, so before taking him back I thought I'd try switching his food. I bought him Purina Cat Chow Gentle and Purina One Sensitive Systems and this food won. He hasn't thrown up once since he started eating it in the last week. He used to eat a very expensive cat food and he threw that up too (though not as often). I was able to cancel his vet appointment for now and save another $200+ vet bill. I'm glad amazon had it because my local stores only carry at 3. 5lb bag for $8. I have 3 cats to feed so I need large bags. They will eat what he eats."
0,"The Ruin Trilogy comes to a spectacular conclusion!  If you read the first two books, don't miss this one!  This brings it all together!  Excellent!"
0,"It's very frustrating to try and fit it on the faucet head. It doesn't fit mine perfectly, so it slips off about half a dozen times during each tank cleaning and I have to reattach it. It's a serious hassle.  That being said, it's waaaaay easier to clean my 20 gallon tank WITH this thing than WITHOUT it!"
1,"I love how this blanket holds up well.  The two large holes make it a little easier to get down.  The bed is solid and is easy to clean.  I would definitely recommend this product to anyone who has a dog that is prone to allergies.It was very easy to put together.  I have 2 small dogs, one weighs around 30 lbs and the other"
0,Very small and flimsy looking bag. The product info on the webiste is somewhat unclear/misleading. Had to return it.
0,"Bass is muddy but acceptable in a speaker set in this price range.  If you can recall to take extreme care when assembling, disassembling, or moving this speaker set, and if you're not looking for high fidelity, this is probably a perfectly fine purchase.  My wife moved the woofer to make room while vacuuming and bumped the back of the woofer against the wall.  This broke the tweeter audio connector internally, making it so that I had to wiggle the tweeter connector cable in order to make a connection - and high volumes would shake it loose almost immediately.  Being only invested for $40 and being fairly certain the connector was probably wired separately from the circuit board, I decided to disassemble the woofer and attempt a repair.  I quickly discovered that every seam and component are glued into place - even those which are (also) screwed-down.  I also then discovered that the audio connector is part of the circuit board rather than being a separate lead-out connector.  The repair was beyond my soldering skills and though I could have taken it to a repair shop, the cost of doing so would have exceeded the purchase price of a new speaker set."
0,I loved the book and storyline.  I encourage you to read it too!  I've been very pleased with the selection on the free section!  I have found many new authors this way!
0,"This is a nice heavy reliable abrasive saw. Good vice, good bearings, good guards. This is a workhorse. For lighter gauge steel cutting I made my own chop saw. Check it out - [."
0,"There is alot to say about this part of story...first part let's just say Kitty Kat got her just deserts....All I can say about the conclusion was YAY I love the last line that's my living with every day what marriage is perfect you have good and bad time though out your life's....oh nothing is perfect.... Thank you for a wonderful story of That Man !!!!"
0,Great toy for the price. My sons love this. Just wish I could get them to stop playing with it in the house.
0,"I was gifted an ARC of this boxset from Tasha Black, also ARC of ""An Impossible Gift"" from Cristina Rayne, as well as an ARC of ""Wish upon a star"" from Elsa Jade, in exchange for an honest review.  I'm loving this boxset so far, it has some authors I already follow & some new authors being introduced to me. Once I have read a book within, I'll add my reveiw for it.  The Clockwork Dragon by Tasha Black.... I FLOVE Tasha's ""Curse of the Alpha"" & ""Fate of the Alpha"" series & to learn that 'The Clockwork Dragon' is set at Tarker's Hollow.... made me do the happy dance. I was instantly sucked back into the lives of the citizens of Tarkers Hollow & I LOVED it!! Although it's centered around the Magical side of the community of Tarker's Hollow & not the wolves, you still get a scense of being there again. I was LOST in this, the story was rivetting.  An Impossible Gift by Cristina Rayne.... Oh My Goodness! That was short, fast paced & downright AWESOME! This is the first time I've read about Vamps from Cristina, usually it's shifters, but damn this story was good. Fast paced, full of action, loads of background story (you need this, believe me), a hot sexy Vamp who doesn't sparkle, all wrapped into a story about healing.  Wish upon a Star by Elsa Jade.... I am currently HOOKED on Elsa's ""Wolves of Angels Rest"" series, the minute one arrives on my kindle app, I'm devouring it quickly. 'Wish upon a Star' is a part of this series & what a Christmas story it was. It had me gripped from the very start, til the end... & just like the rest of the series, I devoured it & I wanted it to be longer."
0,I wouldn't recommend this to anyone.
0,"Well made tools.  They are pretty long(  9-3/4"") and not petite, so keep that in mind.  They won't work for *really* small work, but they are pretty versatile."
1,this stand is really too small for the pieces to fit into it.  The yellow button has to be removed.  The plastic parts are also too small to fit inside it.
1,"Came from The Sweethome? Me, not you.  I've tried it for a couple of years and it's still working.  The only negative is the plastic part.  I've been using it for about a year and I can't use it as a battery pack.  The only way to replace it is to order one of the larger ones and then put a new one in.  I can't imagine I'd do it that way.  I think I'll buy"
1,"Bleachers is enjoyable.  By the end, the plot is pretty straight forward, and the characters are interesting.  The story is interesting, but also takes the reader into the realm of otherworldly beings.  It is a good read, and one I would recommend to anyone who enjoys adventure.I was looking forward to reading the book, but had to wait a bit for the ending.  I was quite surprised to see that the author had written a new one that I didn't even know about.  I enjoyed the book, but I felt the author had gotten bogged down in a series of events and characters.  I do hope that the author can do a better job of writing a sequel to this book.  The author does an excellent job with the story and characters.  I was looking forward to reading the next book in the series, but now that I have read this one, I can't wait"
0,"This collection gives us The Old Maid, seldom seen before VHS and this DVD. This film conyains one of Miss Davis' greatest performances, as she enters into the very heart of what a loveless life can do, to a young woman, and finnaly an older woman, living in a house with a cousin who caused so much of her loneliness.  Deception has Miss Davis squaring off with Claude Rains in a series of scenes very suspenseful and very dark in mood and setting. It is not to be missed.  The others are great: Watch on the Rhine is spectacular, with an ending that truly shocks and moves one.  All This and Heaven Too, is Boyer's best., as Miss Davis draws him out of his ""Take me to the Cassbah"" routine. Her performance is subtle, compressed, as the character she portrays undergoes a harrowing series of rejections.  The Great Lie has Bette Davis face off with Mary Astor, both in top form, battleing for the same lover, a very strange George Brent. Catch Hattie MacDaniel as the ever perceptive maid, and the explosive western retreat scene, between Mary Astor and Bette Davis, as they encounter each other in the midst of dust storms, no lights, and no creature comforts of any kind!  In this Our Life directs us to the racism so prevalent in Hollywood and everywhere else. Bette Davis hits the marks with a portrayal of blistering madness, off set by Olicvia DeHavilland's cool, moody reactions. The racisl issue is very daring, and the ending will surprise you!  Get this set and let Bette Davis show what great acting is."
0,"This is an older hotel, and the age shows. Rooms are small, and a bit drab. Bathroom in my room was in urgent need of upgrade. Bed was comfortable, though, and the room was quiet, Hotel staff was polite, but not really interested in the guest. Even the concierge was disinterested. Check-in was irritatingly slow for the few number of people in line. Really, a hotel tjhat promises so much in its promotional material should deliver better. The hotel really didnt seem to be trying."
1,Great transaction!  Very fast delivery.  Love the show!  Great for kids!Very good
0,"Um,...what can I say?  This was beyond good.  I never in my life thought I would have a secret crush on a vampire, but after reading this, I found myself daydreaming about one.  Oh, and did I mention I'm very happily married?  The best word I can think of to describe this book is ""addicting.""  I read the almost 500 page novel in only a few days and read the following two books in a week.  Then, I read this one again because I was starving to have my dose of Edward!  But, I am happy to say that life does go on after ""Twilight.""  For a while there I didn't know if I could function normally without having a daily dose of vampire yumminess.  But life does go on.  My kids have their mother back."
1,The speaker was located in a room with an inch or two of space between the speaker and the speaker.  The speaker is also located in a room that is not a great height.  If you are in
1,"It's a nice looking cover, but the fact that it's a little too large for my 4. 6"" waist makes it a little too small for me. I'm 5'2"" and it fits just right. I think it's going to be a little short for me. I'll have to order another one."
1,"I love these gloves in the hand and they feel comfortable.  The only reason I gave them 4 stars is that the plastic part is very hard to put on. The material is thick and the material is not durable. I would suggest using some mesh or rubber to protect the material.  The bottom line is I would recommend these gloves to anyone who is looking for a great glove"
0,"From Pam Becker ... this was a wonderful, magical novel!  I just loved it, and hated for it to end.  It was fun to suspend reality for awhile every day."
1,"Received this bag 5/10/2018.  It has the wide width and is a nice bag for the price.  It is not the best bag, but it is the most versatile.  I would definitely recommend it.  It will be a great addition to my collection.I like the shape"
1,"I really enjoyed this three part book and the characters. I will definitely be reading the next one.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.This was an excellent read. The characters were strong,"
0,"This is the first time I have read anything from this author, but it will not be my last ! Her romance stories are so good ! I can not wait to read more of her books!!!!!"
0,Great toy that my cat loves to play with!  Lots of variety and he can't get enough of playing with the fowl feather.  Product arrived on time and as described.  Great seller who cares about the satisfaction of his customers.
1,"These are okay for the price. The only problem is that they are small, and the one we bought from Biscuit for our office area is the plastic one."
0,While these appear to be fragile they last even once small pieces break off.
1,"I'm in love! I wanted a set of these, and I'm so happy I got them! They look so nice and are very sturdy.  The colors are great.  I love that they are made in China.  I'm very pleased with the quality of the product.  I love that they are made in the USA, which is great!  I'm so happy with this purchase.It works! I love the color"
1,"3 out of 5 stars  Im not an expert on the subject of women's rights, but this one is a keeper.  The author, Danielle Hutton, is a master at writing a story that keeps you turning the pages.  This story is told in a way that you don't want to put it down.  I thoroughly enjoyed the story.  It is a strong female lead who is just getting her act together.  I am looking forward to reading the rest of the series.  I look forward to reading the rest of the series.  I was given a free copy of this book by the author.I really enjoyed this book.  I read it in a day, I found it interesting and I couldn't"
0,Love this item. I smile every time I I use it
1,"I really like hoover and this is the only one I've used.  It's been a couple months and I still haven't used it.  The plastic is a bit rough and that's a good thing.  I'm not sure why.  I don't know how long it'll last.  I love the color and the fact that the lid is a little longer than I expected.  I guess I'll just go with the plastic one.Love this blanket!  It's very soft, cozy, and seems sturdy.  I'm not sure how long it will last but it's nice to have this.  It fits perfectly in my bathroom and it"
0,"I got these for my moms Kirby and they fit perfectly. The quality was also good, I had bought some off brand belts and they snapped easily when I vacuumed up my mom and my long hair. With these bands so far so good. It was also cheaper to get these here on amazon than in the local shop."
1,"I'm not much for chick-lit, but I thought the writing was pretty good, and the characters were interesting.  I had a hard time getting into the story, but the story was pretty good.I had no idea that this book would be one of the most popular books in the world.  I found it to be the most entertaining, and I loved it.  It has great twists and turns, and I felt like I was on the edge of my seat when I started reading.  I couldn't wait to read the next book in the series.  I was just so excited to read it.  I would recommend it to anyone who enjoys some great historical fiction.This was a great book.  I couldn't put it down.  I didn't want to put it down.  I love the characters.  I love the history of the world.  I love the story line."
0,"I like the story line, can't wait for the next one. I hope they stick it out because it only gets worse."
1,"Curious to see how these go. The only problem is that they are tiny, and the one we bought from the vet is a little too small for the dog, so it's not a big deal. It's a good size for a small dog. This is a great product for the price.I love this collar!  I have had it for a few years now and it is very comfortable for my dog.  I am very happy with it!I have a very picky eater. I have tried other brands"
1,Good and efective at 50% off.  Great value for the money!This is a
0,Well priced and well made-- I want to get another one son-- gt this one for a puppy customer.  Would buy again.
1,These are my cats all happy. The only problem is that they love them. I have one cat that loves them and the other one hates them. The first one had a strong scent that I was concerned about
0,I love these TV trays. They look nice and seem built well. I couldn't be happier. I did see other reviews with brown pictures. I did not experience this with mine. I think this was a good buy and I would buy it again.
1,"I have found these filters are an easy way to clean out a lot of debris in the house.  I had to replace a filter that is the same size as a trash can that"
1,"Very disappointing, I expected better."
0,"Described as easy to assemble, I don't think so, took me over an hour. To think about disassembling and toting this product around and reassembling again, is very unlikely. Comes with a carrying bag, I laughed when I thought of taking it apart. However I did because I returned it. Here's the real honest truth, cheap ,flimsy and over priced. The smaller tower was less frustrating to assemble, in the photos it shows areas where the inside poles Velcro to the tower. No, there are ties and do not stay in place. The tower that's supposed to attach to the other part with a loop and button thing, does not stay connected or flush together. My poor daughter was so upset since she was getting stuck between the 2. The other side of the tent isn't lined, the poles which Velcro the cover to the house at the bottom pop off. I really can't say anything nice about this item."
1,These were what I wanted.  They are wide and comfortable.  I also like the way the
0,"I just received this item and couldn't wait to give the product and the seller five stars for an excellent high quality sweatshirt that I am proud to wear. The color is striking and distinctive. The sewn on emblem in two colors has got detail any Marine can appreciate down to the feathers on the eagle and ""semper fidelis"" sewn on pennant. It fits my athletic build perfectly with lots of room around the shoulders and tapering off at the waist. I've already ordered two other items from this company."
0,"Surprisingly the shoes felt a little short, though I got a half size larger only after a few more wears with a knee high the shoes stretched a bit and are now perfect!"
1,This sling is the perfect size for the wide-open class.  The bag is large enough to hold two small bags
1,"A tip for you: if, for some reason, you are wearing a lot of pants, go one size up from the original size. The cotton is soft, and the material is very stretchy. The material is not thick, which is good for jeans. This is a great product for the price.I love these shoes!"
0,"Snapbridge is a joke bordering on fraud.  I ordered the camera and waited 8 months for delivery in order to take wildlife photos. The remote control was vital to my work.  Spent and entire day trying to get remote control to work.  I was using an I-phone 6s and all the latest software and it wanted a wifi connection as well as bluetooth.  Either one did not work.  I am debating whether to keep the camera because it looks cool and I hope that Nikon will get its act together someday.  It is sad to see the depths to which a fine company like Nikon has sunk to.  Zoom does not properly focus so pictures appear fuzzy.  Nikon said the first delay of 3 months was caused by the earthquake and then another 5 month delay because of ""software issues"" which they obviously did not work out.  If i made claims in my business like Nikon made in selling me this camera I would be in jail for fraud."
0,The product arrived as expected. Did not contact the seller but the delivery was fast. It is in a good quality and I'd recommend it. The product has good quality and it is very cool.
1,Our second #BigDog fountain... it's the best. I will keep it for the next couple
0,"Rooms are so dark we had to insist they bring lamps so we could see. The room we had at almost $400 a night was dingy and small. Don't mistakingly think the Hard Rock Cafe is there, it isn't. They have a Chinese restaurant that is overpriced and limited on items. The room service menu is broken down in terms of times you can order certain foods. When my wife wanted a milk shake we had to call the Manager to have it made since the kitchen staff said it wasn't a choice. The Rolled Roast beef sandwich was listed under the 2 am choice and they refused to make it untill again, we called the Manager who did get it to us. The staff did appear friendly, although housekeeping totally disregarded our 'do not disturb' sign and would call us on the phone. Don't make the mistake of staying here but if you do, walk across the street and buy snacks you want because even a soda is $3 plus 19% gratuity. We ended up having to order delivery food brought to us. This is the most overpriced, over rated and dingy hotel we've ever stayed in. Taxi to airport is $40."
0,"A short story from Hugh Howey, do I need to say anything else? Sure, it's 99 cents for a single short story, but it's Hugh Howey and since so many of his books are under priced, just spend the buck and enjoy the story."
0,cute and fabulous - exactly as pictured & described. Shipped fast and well packaged.
1,"My dog, Einstein, breaks squeakers and has been using this for a month now. He loves it and we have yet to find a toy he likes that is not squeaky. The only other toy we have had that is not squeaky is the one we have bought for our dog. He is always a bit stubborn with toys and toys, but this is the one we have found that is not squeaky. This toy has lasted for over a month and I"
0,These are cute and my kids were excited about the color choices but we purchased two pairs and both hurt the kids' ears. They refuse to wear them anymore and we had to replace them with a different brand.
0,"This is Christa Simpson's 1st novel and she nails it! She creates a friendship between two exes to ""friends with benefits"". She captivates us with her ability to make us swoon over the leading man, wish we were the so called ""Friends with benefits"" girl, humor, girlfriend banter, intrigue and more! The two leading characters (Abby and Edwin) have a past and even live together. Edwin wants more than friendship and can't stand seeing the woman he still loves dating other men and intrigues her with the idea of ""friends with benefits"" to get things started again with them. I enjoyed the sexual tension, passion, swooning and fabulous love that is shown/shared in this book! Despite the love of the book there was anger and frustration felt and wanting to know answers to questions... and cannot wait until the next book to see where Christa takes us with these two friends/lovers!! There is an element of mystery in this book as well and I am intrigued and interested in seeing where Christa will take us with that also in the next book/books since there will be 2 more in this series!"
0,"Thought I would wear this as a tunic, but it looks great as a little summer dress. Wish it came in more colors, cuz I would get more."
1,"These are much taller than the ones I bought, which is a nice bonus for the price. Great product."
0,"Doesnt work well on tiny screws, but ok for larger ones"
0,"The best thing about this DVD: a chance to be introduced to some of most wonderful music beyond the standard repertory.  As someone forever seeking something I haven't heard before, this score was something of a revelation.  And this is greatly to the credit of William Christie, and his superb group of singers (Piau, Naouri, d'Oustrac, Piolino, Lehtipuu) who were fully engaged and demonstrated that there is much fine singing beyond the Three Tenors world.  However: the staging is just soooo tiresome!  It starts off amusingly with white projections that end up built up like a three tier cake with dancers and singers coming and going through them.  Unfortunately then you realize that's all it's going to happen, with singers mainly in the forefront while all the dancing and projections are going on in the background non stop.  I'm sure in the theater this might have been very distracting.  On video at least the camera can focus mainly on the singers and ignore most of the extraneous business during their arias.  If you curious of the music you should seriously explore the music on CDs; however if this is your only option, view a borrowed copy to make sure you know what you're getting.  It ain't cheap.  Were it not for the wonderful music, I would have tossed it out long ago."
0,Avery Flynn has a wonderful light and flirty touch in this fast-paced romance. The love-hate relationship of Keisha Jacobs and Gabe Campos is very sexy. His desire for revenge against her father adds drama  to their attraction. I enjoyed the colorful cast of characters. They are a lively bunch. The dialogue was very humorous and their romance very sensual. Keisha and Gabe are a unique couple who captured me from page one. I enjoyed their fight for a HEA. Betting the Billionaire left me smiling.
1,Love my cargo shorts.  They fit well and look good too.  I have a wide foot and a wide foot.  I am a 32D
1,This is the Spanner needed for my garage door opener. I also needed this for the door opener
1,"We've played it many times, and it's still fun. I'm not sure how the game has held up so well."
0,"I recently stayed at the Fairmont Chicago and found it to be a fantastic hotel. Staff was always courteous and helpful - from the front desk staff at check-in to wait staff in Aria restaurant, to the maid who cleaned my room. The rooms were recently updated, with large flat-screen TV's, beautiful linens, and exceptional toiletries in each room. My room even had a view of Monroe St. harbor. It is truly a first-rate hotel. Location is south of the river and east of Michigan Ave -- as we normally stay north of the river it seems a little out of the way (if that's possible in downtown Chicago), however its location significantly lowers street noise. The hotel has excellent access to Millennium Park, the Aon center (there is a connecting concourse), and is about 4 blocks from shopping on North Michigan Ave. I ate dinner in Aria and it was fantastic! Room service for breakfast was quite good as well. Overall, I'd stay again in a minute if I had business in the loop, or leisure plans in Millennium or Grant Parks."
0,"My son loves everything that is Pokmon, and the movie was great for family."
0,I really enjoyed the series for this book.  And I was waiting  for the next book.  I came fast and in great shape.
1,"After the Blue sisters find out what the brothers have planned for their first time together, they find out that they have had a lot of fun together and have a great time.  This is a very well written story.  I would recommend it.This was an excellent read. The characters were well developed and the story flowed nicely. I can't wait to see what happens next. I received a free copy of this book from the author.I enjoyed this book. I love how the heroine is able to take care of her family, and how she is able to put herself in a position to make it work. I really enjoyed the characters. I can't wait to read the next book.I have read this author before and she is not my favorite.  I found it a bit hard to believe that she would write this book for me.  I will be reading the next one.  I have not read the previous"
0,Cheap materials (made in Sri Lanka)  that shrunk up in cold water and air drying. Very disappointed in the Calvin Klein brand!
0,"I read a review here that said the item worked for their Infinity Basslink. I purchased this for my Infinity Basslink and it did not work. Thought it may be a defective unit so I returned it for another. Still doesn't work. The Basslink recognizes there is a remote and cuts the gain, but doesn't recognize any signals from the remote itself.  The Basslink uses 4 wires, this item has 6."
1,Love that it is soft. I love the wooden part of it. It's been a favorite since my 8-year-old daughter got it.
0,"Interface could be slightly more intuitive but after pushing buttons several times you'll figure it out.  Nice having two different thermometers to check different parts of the meat.  I use this for cooking in the oven.  I leave the timer outside and put the meat in with the thermometers and this works fine.  I didn't see a way to set the timers to a specific temperature other than the presets, rare, medium rare, for the meat type.  Its not really a problem though, I really just wanted a way to see where the meat was at without opening the oven and/or cutting into it and also to set a timer just in case I forget.  I'd recommend this, I've used it a couple times now without issue.  There is an on/off switch too which should help with the battery."
1,I just finished watching this movie. The movie is just too slow. There is a lot of blood and guts. The acting is not believable. The acting is not believable. The movie is just too slow. It is just too slow. There is a lot of blood and guts. The acting is not believable. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. It is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just too slow. There is a lot of blood and guts. The movie is just
1,I do not need  this.  It is a good tool.  I would recommend it.
1,"I'll be writing the same review for the movie, which is a lot more interesting.  While the plot is very simple, the characters and plot are very complex. The only thing that I didn't like about the movie is that they were filmed in very close to the North American continent. The only place where I can see them in close to the North American continent is in Africa. I was quite surprised to see that"
0,These socks are even cuter than the picture! They shipped fast and the price is really good for the good quality you're getting.
1,I thought this was a good book and the writing was good.  There were a few typos and mistakes but the story kept going.  The characters were great.  I enjoyed this book.  It is a good read.I absolutely loved this book! I was given this book by a friend in exchange for an
0,"Junk. Defective within 2 months. Replaced under warranty, Gifted replacement"
0,"This pattern is a beautiful subtle pattern with a wide decorative floral and leaves border that is a very subtle silver color that is only a little darker than the white porcelain of the plate. On each edge of the border pattern their is a band of shimmering platinum accents. A very nice setting to be sure. As always, it arrived safely with no breakage at all.  This is for one place setting. You get one dinner plate, one salad plate, one butter plate and one cup and saucer. A very pretty place setting. Add to your collection or mix and match. they are beautiful any way you choose to display them. The same excellent quality that you would expect from Lenox."
1,"The product is the one that will make you feel comfortable with it.  The only downside is"
0,looks great had little problems getting the rod to lock.  I know that was more the operator than the product
1,I need to return it.It's a very good flashlight.  I have a few of these
1,"Not as good as Scrooge, but the movie is still good enough to make up for the"
0,"My wife and I decided to spend three days in Chicago last summer, and booked via Expedia. When we first walked into the lobby we almost fell over at its' beauty. It's like something out of Europe. We were able to get a free room upgrade, even though the rooms are still a bit small, but its' an old hotel in an old city. It's there for sleeping and showering. The restaurants, lounges, and shops were all wonderfull. The next time we travel to Chicago, I'll be affraid to stay anywhere other than the Palmer House Hilton"
0,"The two main characters interact well. The plot is a bit contrived, things just happen, but for the most part that's OK, too. I did not care for the obvious misspelling, poor grammar and the wrong homonym used in several places. Please get an editor, or at least a beta reader. Just because spell check says the word is spelled correctly does not mean you have used the correct word."
0,"How can you go wrong for $1.00  apiece($2.00 for 2 pack) delivered. They do what they're supposed to. Maglite brand. The original bulbs lasted over 10 years, hope these do too."
0,Schleich toys are great quality and my kids love them.
0,"A very good story of suspense, intrigue and finally revenge in the end. Good story set in Louisianna."
1,"It's very cute, but it looks a little bit long."
0,"My wife and I stayed at the Ambassador East Hotel for the first 3 days of our honeymoon in mid-October. We decided to split our honeymoon up and stay in two different hotels so that we could experience different aspects and areas of Chicago in a week. I'll start out by saying that this was a great experience. At check-in, I indicated that we were on our honeymoon and were upgraded to a suite. The Ambassador East is probably a 10 to 15 minute walk from the North end of the Magnificent Mile. It is also just a 2 or 3 minute walk to a lot of great restaurants and bars on Rush. Our room itself was incredibly spacious and well appointed. Our suite (on the 3rd floor) had two very large closets, a large 'living room' and a large bedroom. The bed was incredibly comfortable and the bathroom was nice enough. If I would have payed full price for this suite, I probably would have given it a rating of 4, but because the staff was so kind and because my wife and I had such a great time here, I decided to give it a five. It is also worth mentioning that the concierge was very helpful. My wife and I decided to eat at The Pump Room restaurant, but we were not very impressed. We found the food and service mediocre. The atmosphere was probably pretty neat when Sinatra used to eat there back in the day, but not anymore. Although we were unimpressed by the Pump Room, the staff were kind enough to seat us in the 'Sinatra Booth' which was back in a corner and enclosed by curtains. That neat experience was really the only redeeming value of our meal here. The Ambassador East is an older hotel, but it is in a charming older neighborhood. The staff's kindness and overall charm of the hotel itself really impressed my wife and me. When we are in Chicago again, we will definitely consider staying at the Ambassador East again."
1,"Great story, well done.  Not an easy movie to watch but it's fun to watch."
1,"This is one of my favorite movies, and it is one of my favorite movies in the last 30"
0,"It's a Casio, so I know it will last.  Just a little disappointed in the weight. I like heavier watches, and this is pretty lightweight."
0,I love westerns ..  Good entertainment . great movies  . She likes lonesome Dove so I thought  keep it going  .  We both loved it . highly recommend..
0,"Very cool.  It would be so much nicer if the wheels were CBN rather than diamond and also available in fine grits such as 180 and 240.  If they did that it would be perfect.  It does require you to perfect a technique with the right pressure and wrist action, but this isn't hard.  A few goes and its learned."
0,We love these!  We buy a new one about every 18 months or so just because we like our dogs to have new ones as we wash them frequently and that takes its toll on them.
1,"These are good ones, I use them at the gym and I keep them for my kids."
1,"Rocket Boys is a memoir of an American boy who is raised in a small rural town in the shadow of an industrial town.  The story is told through a series of short stories, each with a different plot.  The main character, a boy named Charlie, is the only person who can speak"
0,Product is as described. It's very nice and the price was excellent. My son will love it. It may need to air out a little as this particular bracelet has a very strong smell.
0,"Big at first, but for the 80$ I spent on it, this was 100% worth the buy! you get used to it!"
1,"Beyond Glory is a wonderful book. The characters are well developed and the plot is well-developed.  I had a hard time putting this book down. It was a very moving read.I had no idea that this book would be one of the most popular books in the world.  I found it very interesting and I enjoyed the story.  It is a well written book.  I would recommend it"
1,"I cannot love this movie, it is an interesting and intriguing history.  The movie has a lot of heart and is very informative.  The music is great.  The acting is excellent.  The story line is very interesting.  The special effects are excellent.  The acting is excellent.  The acting is superb.  The special effects are excellent.  The special effects are excellent.  The special effects are excellent"
0,I really enjoyed this romance book.  Selena and Peter are really likable characters and I enjoyed their interaction together.  Selena was a free spirit who could not stay at one job for long and Peter longed for her.  I enjoyed their story and it was a fun read.
0,I loved this book. The last couple were kind of disappointing but this one was wow! Back to the kind of Mercy book we all know and love. Great story and I highly recommend it!
0,"Staying at this hotel was one of the high points of a last minute, budget Valentines weekend trip for my husband and me. We got a great rate -- $70 -- on Priceline. Close to the subway (red line) and we got from O'Hare to the hotel in less than an hour for $3.50 for both of us. We were able to check in more than 4 hours early. Room was great -- very clean, good closet space and fantastic bedding. Had one expensive drink at the Irish bar, but the bartender's advice on restaurants and clubs to check out made it worth the price. Concierge was helpful, too. Overall, service was terrific, room was great and staying there was a treat. I would stay there again any time, especially at that price."
1,Fantastic! Exceeded my expectations!
0,"Did not correctly fit my 20"" screen. If it fit I would have kept it."
0,Nice lock. Good looks and easy to install.(If old lock installed correctly)Bought this to replace old lock that had worn out. Installed in about an hour but that included fixing a bad installation previouly. Recomend and would buy again.
0,"Good purchase, good seller, anything all right. The toy are new and at perfect state, the only weak point is the short period of battery's lifetime."
1,Loved it! Finished it one time. The characters were just too real. There were too many typos. There was a lot of sexual tension
1,"Great product!  Multi pack, has the wide brim and two large pockets for my small stuff."
0,"By reputation, Meryl Streep seals her legend in this hardly observed crime who-dunnit receiving no Oscar nod or Academy mention for a performance that is astoundingly real in its exactness in the character of Lindy Chamberlain charged with the murder of her own daughter in the Australia back water, near Alice Springs, along with her husband Michael (Sam Neill), both devout Christians, a case that was solved a year after the picture's release. It is one thing to capture the virtuosity of Streep, but to present the trials and tribulations of innocent, accused parents under the microscope of media and bombarded by innuendo at every turn wearing testimony and beliefs to the pressure point is an extraordinary piece of cinema. If you followed this film with ""Silkwood"" you would see two distinct individuals played by the same actress. And, of course, Meryl Streep continues to stretch our imaginations. The supporting cast is familiar to those who fancy Australian offerings. However, this film is unique in its documentary feel with artistic touches, like complete authenticity to the decent character of the principals, that heighten its impact. Here, the viewers as well as the lead characters are tested by fire and survive. This is a Streep performance you must see."
0,"This is your basic bit set and will get the job done for most projects. The quality is good but not excellent. The magnetic base is the best feature. I like the quick change feature of the insert but this adds a certain amount of ""slop"" to the setup. Realizing these limitations, this is a pretty good setup for the average do-it-yourselfer."
1,"Sound good but one earpiece broke. The other earpiece was a little tighter, the other one was a little loose. The earpiece broke and then the plastic part"
1,Beautiful napkins that wash very easily. The only problem is that they are too small for my
1,I checked out this book and it was an interesting read.  I enjoyed it very much and am looking
0,I use this in my lessons with beginner English speakers.
1,This is an awesome invention.  I love the feel of this thing.  It's been used to make two different types of yoga mats.  The basic mat is a
1,"I have a bunch of old ones and they are just too small. The only downside is that the top is a bit too small to get the light from inside the case. The case is made of plastic and the cover is very thick. This is why I ordered this case. I bought this as a gift to my wife for her birthday and it is a great deal. She loves it and she has not had any problems with it. I have a camera in the back of the house that is about 1/4"" wide and works great for our small children's bedrooms."
1,"Mr. Sartison is a Good Looking, professional author and a good read.  The author has a way with words. The words are easy to understand"
0,"A. Real page turner!!  I couldn't put it down.  Charlotte is not your every day teen....She can't wait to go to college, but is quite shocked that she ends up at Paranormal Public University and can't remember how she got there.  Throw in some vampires, werewolves, pixies and other paranormals and you a very interesting story..  Loved the story, loved the magic and great characters!"
